	Unnamed: 0	sample_id	prompt_source	prompt_target	position_source	position_target	baseline_hop2	baseline_hop3	baseline_multihop3	hop1	hop2	hop3	layer_source	layer_target	generations_patched	is_correct_patched	hidden_rep
275	7392	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	25	8	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'the']	False	[ 0.4895  2.75   -4.547  ... -1.31    3.246  -2.115 ]
276	57812	2595286	SpaceX's CEO	Name of father of {}	-1	-1	SpaceX's CEO	Name of father of Elon Musk	Name of father of SpaceX's CEO	SpaceX	Elon Musk	Errol Musk	2	23	['\t' '\t' '\t' '\t' '\t' '\t' '\t' '\t' '\t' '\t']	False	[ 0.006023 -0.0739   -0.1455   ... -0.002731 -0.07825   0.1159  ]
277	61254	2093795	Chimichurri's country of origin	The capital of {}	-1	-1	Chimichurri's country of origin	The capital of Argentina	The capital of Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	6	1	['of' 'the' 'first' 'recorded' 'inhabitants' 'of' 'the' 'area' 'that' 'is']	False	[-0.1531   0.1505  -0.4985  ... -0.65    -0.10077  0.0881 ]
278	24009	5602381	the company that developed KC-767	The name of the CEO of {}	-1	-1	the company that developed KC-767	The name of the CEO of Boeing	The name of the CEO of the company that developed KC-767	KC-767	Boeing	Dennis Muilenburg	12	15	['is' '[' 'Name' '].' '\n' '\n' 'The' 'name' 'of' 'the']	False	[ 0.03943 -0.165   -0.7627  ...  0.714    0.2252   0.3901 ]
279	15166	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	16	16	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[ 0.0788  0.943  -1.05   ... -1.534   0.6235  0.3882]
280	36252	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	7	3	['of' 'the' 'world' 'is' 'Tokyo' ',' 'Japan' '.' '\n' '\n']	True	[-0.2273 -0.0687 -0.432  ... -0.6445 -0.2153  0.3262]
281	15008	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	1	10	['ating' ',' 'the' 'capital' 'of' 'the' 'country' ',' 'and' 'the']	False	[-0.02469  -0.009705 -0.0743   ... -0.04047  -0.0324   -0.01735 ]
282	49297	2094264	Biryani's country of origin	The capital of {}	-1	-1	Biryani's country of origin	The capital of India	The capital of Biryani's country of origin	Biryani	India	New Delhi	16	21	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[ 0.5356  0.788  -1.882  ... -1.344   0.0178  0.4084]
283	41781	2092905	Miso Soup's country of origin	The largest city in {}	-1	-1	Miso Soup's country of origin	The largest city in Japan	The largest city in Miso Soup's country of origin	Miso Soup	Japan	Tokyo	27	15	['is' 'not' 'known' 'for' 'its' 'natural' 'beauty' ',' 'but' 'for']	False	[ 0.628  2.45  -5.348 ... -1.741  3.318 -2.488]
284	67405	2092966	Sushi's country of origin	The language used in {}	-1	-1	Sushi's country of origin	The language used in Japan	The language used in Sushi's country of origin	Sushi	Japan	Japanese	21	25	['is' 'not' 'valid' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[-0.4634  1.982  -3.422  ... -0.4575  1.47   -1.453 ]
285	60670	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	12	25	['AB' '.' '\n' '\n' 'The' 'name' 'of' 'the' 'CE' 'O']	False	[ 0.0491 -0.3062 -0.67   ...  0.599   0.2932  0.3823]
286	10212	2091608	Fish and Chips's country of origin	The official currency of {}	-1	-1	Fish and Chips's country of origin	The official currency of United Kingdom	The official currency of Fish and Chips's country of origin	Fish and Chips	United Kingdom	Pound	25	28	"['is' '{}' '.""' '.' 'format' '(' 'country' ',' 'currency' ')']"	False	[ 0.8364  0.2917 -2.744  ...  0.498   1.171  -1.156 ]
287	28684	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	9	12	['is' 'Paris' '.' '\n' 'The' 'currency' 'of' 'France' 'is' 'the']	False	[-0.2363  0.0464 -0.493  ... -0.6255 -0.4412  0.4126]
288	28767	2093024	Poutine's country of origin	The language used in {}	-1	-1	Poutine's country of origin	The language used in Canada	The language used in Poutine's country of origin	Poutine	Canada	English	19	30	[',' '{},' 'and' '{}' 'is' 'not' 'the' 'same' '.' '\n']	False	[-0.695    1.71    -2.455   ... -0.10156  2.54    -1.208  ]
289	8383	2092643	Masala Dosa's country of origin	The largest city in {}	-1	-1	Masala Dosa's country of origin	The largest city in India	The largest city in Masala Dosa's country of origin	Masala Dosa	India	Mumbai	5	9	['of' 'the' 'world' 'is' 'Tokyo' ',' 'Japan' '.' '\n' 'The']	False	[-0.349  -0.0536 -0.312  ... -0.4014 -0.1807  0.1747]
290	25171	2092455	Fish and Chips's country of origin	The largest city in {}	-1	-1	Fish and Chips's country of origin	The largest city in United Kingdom	The largest city in Fish and Chips's country of origin	Fish and Chips	United Kingdom	London	13	13	['is' 'New' 'York' 'City' '.' '\n' 'The' 'largest' 'city' 'in']	False	[-0.4722 -0.3584 -0.874  ... -0.5234  0.1731  0.1067]
291	27119	2093697	Tacos's country of origin	The capital of {}	-1	-1	Tacos's country of origin	The capital of Mexico	The capital of Tacos's country of origin	Tacos	Mexico	Mexico City	17	30	['is' 'located' 'in' 'the' 'state' 'of' '{}' 'and' 'is' 'the']	False	[ 0.1779   1.441   -1.055   ... -0.165    0.04968  0.2131 ]
292	48711	5602381	the company that developed KC-767	The name of the CEO of {}	-1	-1	the company that developed KC-767	The name of the CEO of Boeing	The name of the CEO of the company that developed KC-767	KC-767	Boeing	Dennis Muilenburg	10	12	['is' '[' 'Name' '].' '\n' '\n' 'The' 'name' 'of' 'the']	False	[ 0.2347  0.0962 -0.3257 ...  0.714   0.198   0.289 ]
293	67677	2092643	Masala Dosa's country of origin	The largest city in {}	-1	-1	Masala Dosa's country of origin	The largest city in India	The largest city in Masala Dosa's country of origin	Masala Dosa	India	Mumbai	23	15	['is' 'not' 'known' '.' '\n' '\n' 'The' 'largest' 'city' 'in']	False	[ 0.05078  2.193   -5.355   ... -1.189    1.657   -1.363  ]
294	49947	3087664	Nancy Sinatra's father	Name of mother of {}	-1	-1	Nancy Sinatra's father	Name of mother of Frank Sinatra	Name of mother of Nancy Sinatra's father	Nancy Sinatra	Frank Sinatra	Dolly Sinatra	31	3	[',' 'the' 'mother' 'of' 'the' 'dece' 'ased' '\n' 'Name' 'of']	False	[-1.422   1.512  -3.273  ...  2.83   -0.8276  1.25  ]
295	42706	2093056	Paella's country of origin	The language used in {}	-1	-1	Paella's country of origin	The language used in Spain	The language used in Paella's country of origin	Paella	Spain	Spanish	5	0	['of' 'the' 'text' 'is' 'not' 'specified' '.' '\n' '\n' '---']	False	[-0.35     0.0429  -0.332   ... -0.4062  -0.1575   0.10974]
296	68717	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	0	11	"[""'"" 's' 'company' 'is' 'John' 'Smith' '.' '\n' 'The' 'name']"	False	[-0.06445   0.005333 -0.0663   ... -0.0412    0.03546  -0.01974 ]
297	28059	5627711	the company that developed B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that developed B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that developed B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	8	26	[',' 'Inc' '.' 'is' '{' '}.' '\n' '\n' 'The' 'company']	False	[ 0.02753 -0.2837   0.0685  ... -0.0556  -0.1445  -0.09534]
298	34897	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	20	31	['unclear' '\n' 'The' 'capital' 'of' '{}' 'is' 'unclear' '.' '</s>']	False	[-0.3362  1.215  -3.527  ... -0.7607  1.254  -1.221 ]
299	15632	4490831	George W. Bush's father	Name of father of {}	-1	-1	George W. Bush's father	Name of father of George H. W. Bush	Name of father of George W. Bush's father	George W. Bush	George H. W. Bush	Prescott Bush	2	7	['of' 'the' 'dece' 'ased' '.' '\n' '\n' '(' '2' ')']	False	[-0.00583  0.0105  -0.06384 ... -0.038   -0.09906 -0.02724]
300	8630	2093795	Chimichurri's country of origin	The capital of {}	-1	-1	Chimichurri's country of origin	The capital of Argentina	The capital of Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	1	25	[',' 'located' 'in' 'the' 'central' 'region' 'of' 'the' 'country' ',']	False	[-0.0379    -0.0009384 -0.0736    ... -0.02786   -0.02563   -0.02594  ]
301	1330	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	12	14	['is' '[' 'Name' '].' '\n' '\n' 'The' 'name' 'of' 'the']	False	[ 0.0491 -0.3062 -0.67   ...  0.599   0.2932  0.3823]
302	7444	4490831	George W. Bush's father	Name of father of {}	-1	-1	George W. Bush's father	Name of father of George H. W. Bush	Name of father of George W. Bush's father	George W. Bush	George H. W. Bush	Prescott Bush	19	6	[',' 'George' 'H' '.' 'W' '.' 'Bush' ',' 'dies' 'at']	False	[-0.02243 -0.7     -2.02    ...  0.1192  -0.752    1.959  ]
303	68109	2094096	Masala Dosa's country of origin	The capital of {}	-1	-1	Masala Dosa's country of origin	The capital of India	The capital of Masala Dosa's country of origin	Masala Dosa	India	New Delhi	10	16	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'capital' 'of' 'France']	False	[-0.1741  -0.3206  -0.4832  ... -0.7866  -0.7793   0.00659]
304	13990	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	2	31	['ator' '6' 'is' '{}' '7' '.' '\n' '\n' 'The' 'largest']	False	[-0.02605  -0.003502 -0.1543   ... -0.0808   -0.0694    0.002625]
305	24542	2093686	Sushi's country of origin	The capital of {}	-1	-1	Sushi's country of origin	The capital of Japan	The capital of Sushi's country of origin	Sushi	Japan	Tokyo	14	31	['origin' 'ated' 'from' 'the' 'ancient' 'city' 'of' 'Rome' ',' 'which']	False	[ 0.4224   0.181   -1.083   ... -0.439    0.06555  0.1431 ]
306	17660	5602381	the company that created KC-767	The name of the CEO of {}	-1	-1	the company that created KC-767	The name of the CEO of Boeing	The name of the CEO of the company that created KC-767	KC-767	Boeing	Dennis Muilenburg	6	30	['textt' 'os' 'pe' 'ech' '.' 'com' 'is' '{}' 'and' 'his']	False	[ 0.003296 -0.0909   -0.07983  ...  0.147     0.0833    0.07983 ]
307	19094	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	24	6	['is' 'New' 'York' 'City' ',' 'which' 'is' 'located' 'in' 'the']	False	[-0.8813  1.728  -5.13   ... -0.786   2.475  -1.444 ]
308	44746	2392131	the CEO of Tesla	Name of father of {}	-1	-1	the CEO of Tesla	Name of father of Elon Musk	Name of father of the CEO of Tesla	Tesla	Elon Musk	Errol Musk	17	25	[',' 'son' 'of' '{}' '\n' '\n' 'The' 'name' 'of' 'the']	False	[-0.3672  0.595  -0.448  ... -0.5933  0.708  -0.4521]
309	13259	2092643	Masala Dosa's country of origin	The largest city in {}	-1	-1	Masala Dosa's country of origin	The largest city in India	The largest city in Masala Dosa's country of origin	Masala Dosa	India	Mumbai	3	21	['on' 'the' 'Mississippi' 'River' 'is' 'St' '.' 'Louis' '.' '\n']	False	[-0.1095  -0.04712 -0.3545  ... -0.1462  -0.158    0.02411]
310	43292	2092342	Paella's country of origin	The largest city in {}	-1	-1	Paella's country of origin	The largest city in Spain	The largest city in Paella's country of origin	Paella	Spain	Madrid	29	2	['is' 'not' 'the' 'capital' '.' '\n' '\n' 'The' 'capital' 'is']	False	[-3.242  1.579 -4.15  ... -4.07   3.17  -1.036]
311	1930	5627711	the company that created B-29 Superfortress	The name of the CEO of {}	-1	-1	the company that created B-29 Superfortress	The name of the CEO of Boeing	The name of the CEO of the company that created B-29 Superfortress	B-29 Superfortress	Boeing	Dennis Muilenburg	14	30	"[""]{'"" '}.' 'format' '(' 'self' '.' 'company' '_' 'name' ',']"	False	[-0.4177 -0.88    0.369  ...  0.2705  0.1788 -0.6177]
312	63947	2092367	Chimichurri's country of origin	The largest city in {}	-1	-1	Chimichurri's country of origin	The largest city in Argentina	The largest city in Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	16	18	['is' 'located' 'in' 'the' 'country' 'of' '_' '____' '__' '_.']	False	[-0.01913  0.6465  -1.912   ... -1.876    0.2122   0.09033]
313	63967	2093776	Paella's country of origin	The capital of {}	-1	-1	Paella's country of origin	The capital of Spain	The capital of Paella's country of origin	Paella	Spain	Madrid	2	26	['2' 'is' 'a' 'letter' '.' '\n' 'The' 'capital' 'of' '{}']	False	[-0.02605  -0.003502 -0.1543   ... -0.0808   -0.0694    0.002625]
314	7215	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	29	24	['.' '\n' '\n' 'The' 'name' 'of' 'the' 'CE' 'O' 'of']	False	[-2.852  1.123 -1.906 ...  1.457  2.74  -1.096]
315	19217	2418888	Tesla, Inc.'s CEO	Name of father of {}	-1	-1	Tesla, Inc.'s CEO	Name of father of Elon Musk	Name of father of Tesla, Inc.'s CEO	Tesla, Inc.	Elon Musk	Errol Musk	25	12	['El' 'on' 'Mus' 'k' '\n' '\n' 'Name' 'of' 'mother' 'of']	False	[-2.01    2.9     0.963  ... -2.266  -0.0603  1.504 ]
316	62468	2091608	Fish and Chips's country of origin	The official currency of {}	-1	-1	Fish and Chips's country of origin	The official currency of United Kingdom	The official currency of Fish and Chips's country of origin	Fish and Chips	United Kingdom	Pound	18	20	['is' 'the' '[' 'B' 'TC' '](' 'https' '://' 'www' '<s>']	False	[ 0.0881  1.251  -1.242  ... -0.2122  0.915  -0.0769]
317	9506	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	6	25	['.' '\n' '\n' 'The' 'capital' 'of' '{}' 'is' 'located' 'in']	False	[-0.0443   0.133   -0.4502  ... -0.584   -0.09546  0.2607 ]
318	14097	2093509	Ceviche's country of origin	The language used in {}	-1	-1	Ceviche's country of origin	The language used in Peru	The language used in Ceviche's country of origin	Ceviche	Peru	Spanish	16	3	['is' 'not' 'specified' '.' '\n' '\n' 'The' 'language' 'used' 'in']	False	[ 0.3748  1.2    -1.873  ... -1.764   0.2041 -0.2563]
319	61913	5602381	the company that developed KC-767	The name of the CEO of {}	-1	-1	the company that developed KC-767	The name of the CEO of Boeing	The name of the CEO of the company that developed KC-767	KC-767	Boeing	Dennis Muilenburg	2	17	['is' ':' '\n' '```' '\n' 'CE' 'O' 'Name' ':' '\n']	False	[ 0.1282    0.002457 -0.00638  ...  0.01466   0.01233  -0.02373 ]
320	22506	2092811	Biryani's country of origin	The largest city in {}	-1	-1	Biryani's country of origin	The largest city in India	The largest city in Biryani's country of origin	Biryani	India	Mumbai	28	1	['is' 'not' 'known' '.' '\n' '\n' 'The' 'largest' 'city' 'in']	False	[-0.8594  3.926  -7.785  ... -2.582   1.627  -3.49  ]
321	29490	2092233	Sushi's country of origin	The largest city in {}	-1	-1	Sushi's country of origin	The largest city in Japan	The largest city in Sushi's country of origin	Sushi	Japan	Tokyo	9	3	['of' 'the' 'world' 'is' 'Tokyo' ',' 'Japan' '.' '\n' '\n']	True	[-0.3345   0.00769 -0.5386  ... -0.746   -0.3164   0.4438 ]
322	15541	5560746	the company that created Scion xD	The name of the CEO of {}	-1	-1	the company that created Scion xD	The name of the CEO of Toyota	The name of the CEO of the company that created Scion xD	Scion xD	Toyota	Akio Toyoda	18	4	['is' 'Tak' 'ah' 'iro' 'H' 'ach' 'igo' '.' '\n' 'The']	False	[-0.1929    0.5186   -1.132    ... -0.711     1.23     -0.013855]
323	54852	2093122	Feijoada's country of origin	The language used in {}	-1	-1	Feijoada's country of origin	The language used in Brazil	The language used in Feijoada's country of origin	Feijoada	Brazil	Portuguese	11	9	['is' 'not' 'valid' '.' '\n' '\n' 'Please' 'check' 'the' 'language']	False	[-0.298  -0.1285 -0.4998 ... -0.5293 -0.4062  0.419 ]
324	46078	2094358	Miso Soup's country of origin	The capital of {}	-1	-1	Miso Soup's country of origin	The capital of Japan	The capital of Miso Soup's country of origin	Miso Soup	Japan	Tokyo	30	29	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' '{}']	False	[ 0.4033  3.725  -5.82   ... -3.69    3.95   -1.158 ]
325	25514	2094229	Ceviche's country of origin	The capital of {}	-1	-1	Ceviche's country of origin	The capital of Peru	The capital of Ceviche's country of origin	Ceviche	Peru	Lima	4	3	['of' 'a' 'company' 'is' 'the' 'country' 'where' 'the' 'company' 'was']	False	[-0.2583   0.03387 -0.4788  ... -0.2235  -0.2284   0.0359 ]
326	7322	2092404	Feijoada's country of origin	The largest city in {}	-1	-1	Feijoada's country of origin	The largest city in Brazil	The largest city in Feijoada's country of origin	Feijoada	Brazil	São Paulo	30	7	['is' 'New' 'York' 'City' '.' '\n' 'The' 'capital' 'of' 'the']	False	[-2.441  2.857 -5.85  ... -3.543  2.018 -1.24 ]
327	10792	2093795	Chimichurri's country of origin	The capital of {}	-1	-1	Chimichurri's country of origin	The capital of Argentina	The capital of Chimichurri's country of origin	Chimichurri	Argentina	Buenos Aires	21	0	['is' 'not' 'known' '.' '\n' '\n' 'The' 'capital' 'of' 'is']	False	[-0.0083  2.3    -4.637  ... -1.348   2.438  -2.379 ]
328	57342	2093744	Poutine's country of origin	The capital of {}	-1	-1	Poutine's country of origin	The capital of Canada	The capital of Poutine's country of origin	Poutine	Canada	Ottawa	30	6	['is' 'a' 'city' 'in' 'the' 'country' 'of' 'France' '.' 'It']	False	[-4.25   1.834 -6.39  ... -4.69   4.055 -2.436]
